id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4GKukMfux1Cds9mXMZCLTk,0.587,0.929,-5.434,0.636,0.778,0.0,0.118,0.585,148.082,201938
3LySNPf6PRGhOVWJdZutow,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,297520
1s3iJoRmYZ6ijoAUHswNuz,0.47,0.752,-8.488,0.335,0.0602,0.0,0.416,0.852,87.997,321827
40H5libEZWrbkc8HTlXGbt,0.794,0.82,-5.214,0.152,0.315,0.0,0.531,0.793,140.042,236280
5H7NVwV1YklkMkLDA7ADl2,0.74,0.874,-7.347,0.22,0.158,1.4e-05,0.272,0.344,149.894,187547
3oRLZ8I6wjEhY31iA60eF2,0.708,0.624,-5.721,0.215,0.0704,0.0,0.161,0.502,78.028,240080
1aBXNJsLuOeo6ZIeNRkbRc,0.721,0.929,-3.221,0.215,0.0901,0.0,0.305,0.547,102.006,295413
4GYh3wlEc84F3vyiLpn6Nk,0.812,0.88,-1.521,0.259,0.295,0.0,0.106,0.778,90.098,319867
3Zj58jFmu4nYz1I1skZzUD,0.897,0.559,-8.268,0.379,0.155,0.000127,0.296,0.677,106.991,264400
0vM2JGnMt1wBsufvvVrgDi,0.918,0.586,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,288200
45nFS1wGrQSR0IOXwbj0AT,0.736,0.498,-8.133,0.0821,0.0198,0.0,0.352,0.41,137.872,281520
1m9OHohGwd3lWOMTZGZSJM,0.742,0.549,-3.614,0.103,0.0519,0.0,0.081,0.093,93.082,268933
03OewXmjsKeYXlOSiqsNAj,0.593,0.785,-4.503,0.266,0.169,0.0,0.626,0.617,91.213,285453
1VvsWao3Tx3QjkWgr6sTaO,0.889,0.768,-9.148,0.131,0.128,0.0,0.0769,0.808,104.653,241480
3lwrebzX6n6v4zP5DOqBKc,0.797,0.677,-5.071,0.343,0.0332,5.81e-06,0.367,0.953,90.344,220960
62GKI6s5Em2ofFQZVaZXFz,0.706,0.823,-4.188,0.114,0.0243,0.0,0.0861,0.864,83.007,208373
1y4wfSe5L3afercd7sYE1K,0.67,0.788,-7.426,0.274,0.0104,0.0,0.492,0.522,80.032,251453
59MzSfFQqD8oDxzWHH1xUm,0.782,0.69,-11.752,0.497,0.248,0.0,0.334,0.618,89.826,164200
7oW0rVleNLx2sSDbe5lLLy,0.581,0.884,-5.512,0.315,0.0185,0.0,0.132,0.493,169.472,309600
197efATmNonsdTu8qVlNjy,0.862,0.936,-5.782,0.189,0.149,0.0,0.551,0.718,96.0,248200
5jHilrZDaP1vJMZfdN1He3,0.759,0.782,-6.975,0.0741,0.000589,0.0,0.35,0.507,131.04,352853
4fVqQKbROkz8Z9FFJS7vls,0.695,0.827,-5.742,0.282,0.179,0.0,0.283,0.538,81.024,279855
2MYl0er3UZ1RlKwRb5LODh,0.609,0.799,-6.883,0.24,0.33,0.0,0.108,0.582,157.74,215509
4u5d6NPFOAhymwOVl0EQ3X,0.849,0.932,-3.499,0.362,0.202,0.0,0.235,0.682,98.03,317581
61FM0UuiuENGCJVlf7qbi1,0.701,0.789,-8.872,0.161,0.128,0.0,0.353,0.45,103.02,183387
4Yv6T3BqrdDqaklemAWgfl,0.638,0.851,-4.319,0.213,0.346,0.0,0.261,0.515,139.761,300387
3jJf7wEY4HaLFPVUyGNFMO,0.67,0.956,-4.381,0.16,0.177,3.65e-05,0.726,0.337,173.966,221067
3qX1dqmDdmMvvfMVfsx4Bh,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120
52JyHLUiugFECIYBWM2qdh,0.735,0.932,-2.86,0.224,0.128,0.0,0.175,0.318,129.583,299507
4OWRNlFdHEfro9Zoxaq7xX,0.544,0.966,-1.236,0.21,0.153,1.84e-06,0.277,0.783,74.999,306174
70ucTQoMOKZkyiyn2NRYlu,0.631,0.657,-8.773,0.294,0.597,0.0,0.459,0.559,91.329,180053
79P7oiTCUliF8AQTzUiK24,0.839,0.559,-9.378,0.31,0.0222,0.0,0.352,0.843,99.468,293827
1Usg80fvsM6XF74O4QmH4U,0.649,0.967,-6.995,0.45,0.688,0.0,0.986,0.586,89.453,276560
238Oi31fm7TAovC1CybVeM,0.919,0.468,-8.719,0.316,0.0521,1.02e-06,0.109,0.785,94.928,156227
3sfEukxkIqnNJeGh5CnxT5,0.596,0.808,-6.184,0.417,0.419,0.0,0.142,0.694,83.382,265467
2yhD2CTfc04DxSmi2lRSbO,0.885,0.61,-6.266,0.225,0.194,0.0,0.278,0.822,98.974,266573
3Y8OYokqhqTlN3m8FIo9B6,0.836,0.494,-3.506,0.253,0.0968,0.0,0.078,0.456,88.04,313947
2o3o0qMJpyS5orpHh5vnVs,0.575,0.904,-2.287,0.319,0.465,0.0,0.76,0.493,86.981,288984
0xOsIqxmLswEsKFGLwE5c5,0.778,0.942,-2.525,0.178,0.355,0.0,0.626,0.687,105.517,296953
2oTDOIAdsxPTE7yAp4YOcv,0.854,0.71,-6.32,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947
5uKg4Dmt0o4llkaQO3vTBn,0.932,0.669,-11.264,0.303,0.00538,1.29e-06,0.0676,0.629,128.477,262720
44BD9ncgmBTbSSdR21coX6,0.362,0.911,-4.542,0.194,0.449,0.0,0.964,0.471,84.851,221067
4r13PlX7hKjNxdyq5ukR5A,0.946,0.857,-4.498,0.159,0.000917,0.0,0.0525,0.882,99.88,259160
17xq1eL59ibZIf1yI7T7QO,0.672,0.828,-5.697,0.449,0.0454,0.0,0.0414,0.849,201.095,191560
0U7Hho5psdKZwyC8HMHxfq,0.484,0.913,-4.631,0.444,0.333,0.0,0.589,0.621,92.715,324733
5ybAmUhA1Fr6Uzz5YEsrpu,0.873,0.651,-8.411,0.236,0.216,6.63e-05,0.303,0.432,119.988,266253
17d5B2Z3GXPcQqPvQE4wmZ,0.644,0.814,-4.039,0.19,0.16,0.0,0.102,0.467,89.874,313187
5PtZZkNYizyl4tq4Ru6pCL,0.895,0.847,-2.825,0.331,0.054,0.0,0.0894,0.544,99.375,147427
3oiWdaMJHQBSQYoMBGvBKN,0.49,0.673,-7.515,0.443,0.571,2.88e-05,0.675,0.321,169.957,251440
63eW0Q8pylhG1Ykbr4Fk1Y,0.808,0.778,-3.659,0.35,0.154,0.0,0.371,0.586,95.029,301600
3ssX20QT5c3nA9wk78V1LQ,0.801,0.908,-6.554,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387
1eduDdsjMO7Or4EXnMf2iS,0.763,0.84,-3.704,0.0929,0.0346,0.0,0.0601,0.748,92.477,287547
09EwNbGvUyu7BDEYG0cJro,0.797,0.852,-2.234,0.172,0.0432,3.97e-06,0.409,0.674,95.416,330760
53VSYOCgody3RkabMvOUCM,0.718,0.64,-6.432,0.277,0.0296,0.0,0.0925,0.426,142.007,303747
59im356jJ49n4cc0jricqu,0.565,0.695,-6.19,0.0927,0.00273,0.0,0.119,0.0687,141.08,185960
3JcDOkydA3Q0nhq8K3T2lY,0.85,0.856,-5.559,0.218,0.0286,0.0,0.387,0.686,120.019,336053
4SaxaL9xVChaktDC5LGshy,0.789,0.864,-3.43,0.171,0.0215,0.0,0.105,0.894,162.073,218920
3nU6ip6YOygqR3MJjFEb4Z,0.531,0.759,-7.002,0.387,0.0706,0.0,0.318,0.304,175.89,357387
3lFr31BkSc4MxBN0iKqzI9,0.778,0.851,-2.15,0.31,0.388,0.0,0.179,0.919,99.876,202800
6bqR3doxDFqD2o3WJtHRuv,0.547,0.92,-4.409,0.328,0.159,0.0,0.159,0.568,92.197,204840
7M69FhWpGpYcn7vsOn5sf7,0.476,0.85,-2.966,0.229,0.403,0.0,0.111,0.872,83.564,153787
1WDrPCzdAVWHHK6vK5xujr,0.662,0.902,-1.841,0.25,0.0771,0.0,0.89,0.571,81.982,318347
1OO247bWnB5j3bjuwtMcDJ,0.556,0.946,-1.499,0.221,0.146,0.377,0.146,0.923,81.092,162853
59CBW17FeX50vdtwosPcs7,0.752,0.85,-2.09,0.117,0.0533,0.0,0.0827,0.936,93.487,169920
1jDlILyVsGUgthtimSJw3a,0.683,0.522,-9.076,0.281,0.224,5.04e-06,0.111,0.522,81.341,178027
1GuRQny6kDkPpFLlpinWW0,0.56,0.65,-5.363,0.35,0.82,0.0,0.11,0.808,82.778,259413
5QkmVxqVqSvGBr1CtifRNL,0.592,0.876,-6.01,0.388,0.357,0.0,0.087,0.577,92.465,134687
2eK3hXbKG2uhn9XNsgTHqM,0.492,0.716,-5.087,0.321,0.00828,0.0,0.0694,0.878,93.156,227120
1W2Uo5AuYAnOKMWk1zzozU,0.669,0.619,-6.057,0.406,0.0954,0.0,0.112,0.196,124.562,230348
0UWCHjvs8RAoti9HH0rhnx,0.568,0.595,-8.005,0.334,0.0396,0.000655,0.167,0.594,173.235,173793
0PrLodAzseOnN1EACxuAfV,0.764,0.724,-4.748,0.368,0.441,1.27e-06,0.177,0.826,84.797,336133
6NjXLhejj5dVjTyeU8SbVM,0.823,0.809,-3.871,0.208,0.105,0.0,0.356,0.863,91.007,165233
114Kijw1YcLEZqUjIqprUv,0.499,0.816,-5.922,0.379,0.00528,5.57e-06,0.0962,0.403,172.893,155667
0VonnpSpruTps40ypNRCjw,0.761,0.645,-4.653,0.319,0.54,0.0,0.558,0.361,94.61,178227
1IBgd0hyuk5BFd0uhQWWMY,0.796,0.793,-3.911,0.318,0.323,0.0,0.332,0.556,90.51,292933
7gvJadQt9vhgVHG7O1L2sc,0.393,0.918,-3.29,0.458,0.271,0.0,0.239,0.523,171.794,215167
5jNrszQHRIVKmS9Ptb63pe,0.548,0.829,-4.103,0.285,0.339,0.0,0.537,0.452,93.62,194739
5wrM3MbU9xNuSZGbmRm9B7,0.655,0.656,-6.25,0.315,0.28,0.0,0.111,0.586,89.818,219505
1Ora7FZJR5xWId7upB1dlo,0.619,0.842,-5.473,0.291,0.235,0.0,0.169,0.478,101.448,171125
3nndHObJ5j5wpSKhTVODDG,0.454,0.911,-4.202,0.232,0.519,0.0,0.146,0.66,91.946,280829
28j9YL5SeBl2EXFU1G1WEn,0.526,0.894,-4.901,0.389,0.137,0.0,0.176,0.577,76.515,227786
14MrWN36U9DSjKo7pOCQiN,0.54,0.79,-5.54,0.25,0.0903,0.0,0.565,0.677,148.747,223051
4v3MF3UyP6ZilmkDDhWmS9,0.711,0.793,-5.123,0.0777,0.302,0.0,0.855,0.374,140.04,213330
05Fxjq5GKH5uXjZqRhGP88,0.916,0.758,-4.423,0.247,0.149,0.0,0.0851,0.874,120.189,147907
4oJ5lKgXJggSo9437UpQ3Q,0.533,0.937,-1.756,0.302,0.25,0.0,0.0881,0.927,92.909,94049
4lW1OTW3H0nl39SaJtbOiw,0.626,0.822,-2.214,0.312,0.0832,0.0,0.237,0.891,92.009,211453
7G5iCbb5TMEWlTQ96MrlUb,0.589,0.908,-3.021,0.291,0.0996,0.0,0.363,0.556,93.036,274049
64at5vzdj20eKtslHdUNA8,0.607,0.798,-8.228,0.371,0.23,0.0,0.369,0.685,88.074,168072
5c5BOtBwctNiNZs3l47tTJ,0.468,0.951,-3.34,0.359,0.00614,0.0,0.4,0.811,164.136,210965
1vffte5WTHIik37ePfJdo4,0.884,0.657,-4.569,0.0977,0.00589,0.0,0.154,0.489,107.059,234693
5h5tBFnbcVioFXiOixTn6E,0.587,0.698,-8.948,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720
3Wyc7M8twhxeyaC51BcQYb,0.863,0.672,-6.311,0.0739,0.0446,0.0,0.166,0.338,111.11,268827
2bUojZta7GJTjGAqo064jo,0.693,0.843,-5.463,0.253,0.117,0.0,0.343,0.529,158.465,301600
03oIQFAzKf0bomTW4VX62H,0.413,0.792,-6.292,0.201,0.00347,0.0,0.185,0.147,126.248,232594
6cTLMb7FncAoQNMUZPFrCT,0.614,0.868,-3.833,0.28,0.0484,0.0,0.231,0.361,115.913,249475
61AX466Hnmc8yrG87MJFZe,0.7,0.771,-5.187,0.226,0.0302,0.0,0.319,0.621,146.93,205589
1bd7Q0MZekCX75Lg8VC7x6,0.75,0.933,-2.471,0.368,0.178,0.0,0.362,0.851,141.932,177540
5pDQveF8biJbVKq2UodNJJ,0.481,0.893,-3.33,0.453,0.0909,0.0,0.198,0.523,183.4,209398
2wVdOx9io31HIHVAM81r76,0.528,0.902,-3.291,0.424,0.173,0.0,0.746,0.672,82.106,290342
6Dflic7fTsZeh8TxeLfLK5,0.595,0.797,-5.82,0.352,0.0117,0.0,0.951,0.25,109.535,270977
192WdDDtwlYNBQ9OkCOY4i,0.721,0.842,-5.63,0.17,0.00857,0.0,0.189,0.874,151.027,274460
3ENXjRhFPkH8YSH3qBXTfQ,0.882,0.874,-4.518,0.141,0.0173,1.84e-06,0.152,0.842,107.88,227933
5n276uEKrEFohrt42pP8Tf,0.879,0.538,-6.144,0.112,0.0323,8.6e-06,0.046,0.896,108.155,197560
3PDO7rJONWwJBcYEwC7GVb,0.478,0.561,-11.307,0.264,0.000422,0.000194,0.277,0.258,82.337,165787
2Ue8ZPuuV8ZCm2GsEg4Rxa,0.578,0.611,-11.639,0.134,0.00052,0.0,0.0781,0.78,78.559,287644
6s5qKqiLrxEtTRTMpb5fvg,0.709,0.942,-2.652,0.124,0.067,0.0,0.32,0.584,82.514,264600
0UtnpKaReKUg2GquaSxCyD,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994,386907
40wUM3LFZOlUcZfxEIZrYK,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,313787
3J879i79Um3fE6FB4kdAnS,0.847,0.829,-5.548,0.263,0.134,0.00106,0.113,0.605,97.087,246800
5e78eah3atJv25oMpfEUP4,0.595,0.963,-3.12,0.45,0.206,0.0,0.377,0.471,100.041,191533
1b0VfNZAmJSueJSNMJFpjl,0.591,0.967,-3.068,0.216,0.177,0.0,0.359,0.858,92.593,227747
7jErGokOMgYC9WXYJ5j0GK,0.741,0.815,-4.078,0.0658,0.0145,0.0,0.326,0.766,96.07,259627
68iPGO9Vhk3FnLaWybrED0,0.629,0.811,-5.935,0.26,0.338,0.0,0.156,0.712,94.32,261760
2qMjIHWyYgnEtcmoZc3R0u,0.706,0.692,-4.872,0.166,0.283,0.0,0.138,0.71,76.991,258919
49TjiiC0tOh4x6wfM2RmGE,0.53,0.873,-3.635,0.413,0.09,0.0,0.0666,0.681,78.307,274920
6ml0qefrJNTqxAGd3g5lmH,0.712,0.873,-5.871,0.253,0.325,2.17e-06,0.213,0.698,153.654,353240
5UQOmTylBEdsIfSn37v3DO,0.756,0.53,-9.639,0.142,0.00138,0.00701,0.323,0.524,79.855,274307
28IZbSYo6wS645NDWrRKpo,0.728,0.8,-7.372,0.234,0.0472,0.0,0.29,0.556,91.998,344686
1c1OBDn66AqL2NM0Wa0oCf,0.623,0.896,-4.719,0.247,0.035,0.0,0.0941,0.613,95.158,300933
3Khzm7mwbvsOcI9UPgEl8y,0.692,0.817,-7.11,0.324,0.0866,0.0,0.351,0.629,94.954,195973
2rxfHBai4BOraDIIRgeMZI,0.611,0.902,-5.213,0.353,0.291,0.0,0.125,0.52,98.252,215240
3VG3nd31F4DwSuDMOz00ZM,0.779,0.573,-6.499,0.0897,0.00162,0.00123,0.0537,0.734,90.059,198107
4YYDLmv9JRhj2811Un35kI,0.652,0.862,-6.556,0.159,0.161,0.0,0.216,0.875,101.09,159640
5BDM1HlOTOhibARuNb1iJm,0.808,0.609,-7.415,0.135,0.0663,0.0,0.358,0.459,87.025,232947
7sUsTXU3Cku9mm13ctNelG,0.634,0.81,-4.908,0.127,0.106,0.0,0.0736,0.649,88.459,247040
2v18sEJQj1FUOvGwojoIGf,0.726,0.639,-10.728,0.193,0.039,1.82e-06,0.258,0.695,93.18,259333
0WKYRFtH6KKbaNWjsxqm70,0.549,0.853,-4.293,0.188,0.0285,0.000296,0.618,0.346,94.695,211493
5VBTBgAnCO8S6LtP44SrDt,0.421,0.794,-5.74,0.356,0.0211,0.0,0.225,0.54,106.445,234150
19kVhgzLsUCMhyFRlVRmsM,0.413,0.773,-8.805,0.344,0.292,0.0056,0.524,0.604,77.115,204478
1mpzlg5UxemdNCpKZbcPia,0.766,0.684,-7.027,0.304,0.117,0.0,0.153,0.747,158.237,126722
6lPVkVfFsd06qftulYkxvs,0.542,0.815,-8.979,0.403,0.00552,0.0,0.331,0.508,106.884,147148
47wbrELycKS9BaletQp5dH,0.85,0.64,-5.411,0.125,0.0548,0.0,0.068,0.696,104.177,239373
05fBWezMdbeZVUxAtkHRF8,0.686,0.868,-2.668,0.179,0.141,0.0,0.308,0.655,81.924,292680
33i0KOPBWURNW3l97a4QPy,0.796,0.766,-5.974,0.238,0.0742,0.0,0.0827,0.558,110.034,219333
2b3KgzISdjZVNPJJ1945nw,0.52,0.807,-6.281,0.409,0.24,0.00257,0.199,0.628,178.012,168591
7gZC4WIaFSGg38tvKD2jlA,0.446,0.798,-5.809,0.213,0.248,2.22e-06,0.081,0.433,63.464,230765
3Slyii7II1jltk0BaXCEKC,0.802,0.737,-8.546,0.186,0.0732,1.08e-06,0.198,0.262,120.076,212589
6yLCRF0yblG4fEI7ouZoTE,0.531,0.671,-8.023,0.323,0.17,0.0,0.184,0.124,87.843,257411
3hL9CgHu0QiLPt3rwov5Co,0.717,0.8,-7.962,0.377,0.53,0.0,0.0945,0.0738,129.973,269560
6IS8xPOBa1tHI2fQYUSw14,0.642,0.905,-5.871,0.217,0.0775,0.0,0.154,0.525,139.883,259976
2LTv7hBKSihUDNsBpML4UQ,0.864,0.517,-5.207,0.13,0.0307,0.0,0.125,0.13,119.977,288957
6ZNy2Nctvp6WyE6ubyTeBd,0.765,0.651,-6.709,0.0767,0.0409,2.76e-05,0.0887,0.441,133.967,210405
4wshBvO4qMrxJnPlfkeUWi,0.636,0.788,-5.766,0.252,0.0513,0.0,0.204,0.143,133.722,278587
5DO1SazQppcsKQ1c1JpyQz,0.607,0.869,-5.271,0.345,0.781,0.0,0.137,0.577,155.983,173158
5v501hmUMvbHPKa7qm0MGD,0.601,0.883,-6.944,0.328,0.392,1.93e-05,0.397,0.52,150.967,224672
12bCgkFnyyTI8B1OmmRhbx,0.596,0.783,-4.356,0.0313,0.0506,0.0,0.181,0.334,127.018,320957
3e9KHYgTDIbVTez3IFZZl2,0.86,0.695,-1.876,0.0939,0.00506,0.0,0.0418,0.951,93.001,182240
1QpMNpzkMxchOeYOn9RbNJ,0.794,0.745,-6.355,0.351,0.113,0.0,0.254,0.741,81.263,332547
1HLBN25vUhcINJ81f50ul0,0.57,0.861,-7.758,0.672,0.216,0.0,0.329,0.705,183.763,280933
6x5ZPe5LrKcLefZ2obbwSZ,0.683,0.74,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,281773
3BNjuJBicYBzcgos3TPlOx,0.624,0.729,-4.747,0.198,0.415,0.0,0.135,0.334,87.948,261747
1nz7s6OELvAEJue1jKSh9R,0.362,0.861,-3.868,0.331,0.0937,0.0,0.0938,0.63,190.336,256608
3FbyRP4HeMdpexpyoLuLpQ,0.629,0.888,-3.221,0.275,0.238,0.0,0.0484,0.748,89.931,277525
7jodnfNxbLDjL5jw18rgiy,0.473,0.902,-3.546,0.237,0.0252,0.0,0.0757,0.409,97.48,427869
446iG01LIi20wA0QkHTarr,0.729,0.759,-3.177,0.127,0.0361,0.0,0.0694,0.268,95.935,321267
2xYI9tZvLWynNo3RbM2yzU,0.902,0.729,-6.945,0.371,0.0633,4.04e-05,0.0664,0.769,95.091,222173
3gl1RenSXn1biKijZ1qvky,0.424,0.828,-4.991,0.335,0.0152,0.0,0.389,0.3,167.469,216900
0PKJxo97zXT8oAwl2zFnPh,0.451,0.831,-8.641,0.307,0.0623,0.0,0.185,0.41,176.162,214120
0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,-4.87,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960
4xybr92r9x00MfLwQSvRDa,0.752,0.489,-5.233,0.137,0.11,3.57e-06,0.202,0.373,108.005,300973
1KBTokLJtUW17RGLQPiVwM,0.845,0.52,-10.411,0.155,0.137,0.0234,0.167,0.422,94.968,212045
1BR5vhAlaoUiijQ28p6jlN,0.546,0.651,-7.601,0.3,0.000739,0.0,0.235,0.646,77.878,212653
5hI2U1WyKvlJ0nfYSWEyOK,0.787,0.882,-4.52,0.297,0.0337,0.0,0.0559,0.504,103.72,320200
7iFWP73HKuL5xtR0GgU06r,0.678,0.815,-4.695,0.291,0.0478,0.0,0.165,0.606,169.367,274840
2eOuL8KesslTLQERQPu11D,0.669,0.829,-3.801,0.49,0.179,0.0,0.241,0.61,118.934,253067
4m1B88bynbZIVnrDsUINYc,0.814,0.956,-0.155,0.172,0.224,0.00784,0.0477,0.955,138.056,284119
0cuNKO8LlpNW24NrQuE1Wn,0.781,0.63,-3.941,0.296,0.307,0.0,0.248,0.624,85.642,223907
7DPQLMZ6PWAXw4MLxFgI7X,0.884,0.532,-5.512,0.201,0.0232,0.0,0.27,0.572,93.936,227573
2OaaV7okHG1k4gqTf9IyDB,0.913,0.7,-3.411,0.0589,0.0239,0.0,0.125,0.64,104.759,300267
6ZVbPhbq4ezK8gxF7r8LfH,0.924,0.749,-4.433,0.264,0.0181,0.0,0.163,0.745,97.005,322267
5kqQoLsjAHHxXmVe4oBT83,0.539,0.731,-5.085,0.453,0.112,1.19e-06,0.129,0.568,81.114,271773
5Kr0fdwhJncjhvmgsToqV0,0.563,0.803,-6.296,0.338,0.00744,0.0,0.439,0.241,176.12,331867
5RGmEJmkPghFXU8ZD1ZB7L,0.829,0.545,-12.464,0.233,0.581,0.0,0.15,0.549,104.023,154347
6DJL2olMX5eJQfXrX2eAlz,0.901,0.915,-3.697,0.206,0.115,0.0,0.0919,0.745,95.024,193562
5VOss7ATiPrSUzMkWZ3cTu,0.762,0.517,-9.132,0.436,0.528,0.0,0.295,0.581,125.947,333337
1OChTe0OBYR1OQSFIdoWq9,0.845,0.527,-9.572,0.204,0.245,1.89e-06,0.139,0.67,119.991,235507
2j1jZttFb1v7oLYULf7NSN,0.713,0.803,-5.311,0.287,0.0759,0.0,0.129,0.522,153.987,350699
5eKiIvQWuTf9N9rJQppfxd,0.454,0.854,-5.359,0.183,0.0161,0.0,0.594,0.201,127.891,201010
4UtLXegebv7qNBF26nivhZ,0.743,0.861,-5.234,0.0428,0.00518,0.0,0.181,0.391,111.959,216013
1Ysc1uDZtf430TGavoS1j4,0.685,0.621,-8.442,0.361,0.433,0.0,0.607,0.538,128.906,353960
6i6cWTCYBOKEdJnWjzm2yk,0.61,0.856,-3.974,0.325,0.0879,0.0,0.289,0.67,91.77,245467
6MtD0LFmW55wgv0qVcATkL,0.55,0.692,-7.438,0.369,0.299,6.57e-06,0.198,0.593,146.453,361942
7eGGAH6PF4GtxBudTbVeef,0.613,0.843,-8.343,0.186,0.0152,0.0,0.0917,0.325,102.968,265679
0PzTvgqZaJGjc5hW4mWXRo,0.583,0.649,-6.078,0.128,0.00983,0.0,0.332,0.65,179.843,200048
7qzQLaKsXu6h8jLKucFtxA,0.951,0.844,-2.694,0.229,0.411,0.0,0.735,0.755,109.107,278173
6Hr77eZSmaVGgH0vVulMUH,0.628,0.618,-8.4,0.313,0.0113,0.0,0.109,0.362,110.007,241520
5UQ1cDe7Bb9OB9ZQcUvoS1,0.549,0.73,-8.938,0.58,0.0428,0.0,0.142,0.654,157.164,245280
5I4ipBNoOOXF20YY0pOjCx,0.785,0.511,-12.335,0.211,0.139,0.000214,0.657,0.484,105.639,255213
11iOB65szCoy6e5dscKrai,0.483,0.615,-10.245,0.454,0.898,5.75e-05,0.102,0.547,78.403,779560
7y6elbx5AuQBmwLGbNNnvN,0.837,0.618,-9.575,0.363,0.237,0.0,0.149,0.454,145.023,190345
6t2C30fVWuZgksFLW9jfU6,0.738,0.526,-6.507,0.372,0.0448,0.0,0.0973,0.315,74.011,314893
3zDlwMHUUjLWizguuXugoz,0.679,0.715,-5.893,0.14,0.229,0.0,0.221,0.49,148.143,248108
2WBKMH12GaSssKWvqBrndN,0.669,0.621,-8.344,0.187,0.585,0.0,0.316,0.681,87.923,292180
6mcu7D7QuABVwUGDwovOEh,0.886,0.626,-2.528,0.277,0.265,0.0,0.024,0.856,93.989,196627
5PmlWqmB52cZCz1BZCPQlI,0.84,0.668,-6.042,0.262,0.0148,0.0,0.0736,0.344,92.805,332603
1kHPOtD1fo3kWOgcs0oisd,0.814,0.663,-7.446,0.355,0.296,3.39e-06,0.16,0.52,93.014,211840
6SI4JD7iyQ0rrudhCNtMv0,0.683,0.902,-7.389,0.291,0.219,0.000761,0.226,0.724,90.447,253227
2o5nczXJ7wb5oRaBVLS3EU,0.908,0.417,-8.244,0.255,0.0452,0.0824,0.0895,0.81,104.504,279754
350hQ0J5TQcg758GrbqdvX,0.694,0.649,-5.673,0.349,0.103,0.000187,0.108,0.508,98.881,340467
62Yfz4G9GpTFOKtKNHbha6,0.558,0.87,-4.643,0.293,0.0536,0.0,0.333,0.258,161.911,292933
2V9PUeMojJ4Qa878Dxt4l2,0.59,0.858,-7.196,0.0409,0.234,0.00464,0.34,0.783,131.937,167320
1JNelxGf6lTSNYKf6ugb7o,0.663,0.638,-6.282,0.191,0.146,0.0,0.255,0.257,78.99,244880
6QRzGlJfiY50Od0CrK2x86,0.694,0.85,-5.537,0.243,0.24,0.0,0.101,0.548,83.984,559533
1VswoHdsOgAJPWP9KEoD2e,0.495,0.715,-8.855,0.497,0.135,1.04e-06,0.0748,0.742,189.876,275640
5bkoXXscSE2ayte1jGzjHk,0.382,0.92,-1.149,0.259,0.285,0.00125,0.973,0.525,98.907,250973
22EbvbXnPwpF9lQtdJG61C,0.661,0.905,-3.403,0.166,0.0919,0.0,0.124,0.425,95.248,211573
0qldEqAtjaDY4Gfl4h8oS7,0.473,0.755,-6.281,0.364,0.00599,1.76e-06,0.367,0.468,199.943,320960
5DJTYOAHZEKjNqXpOwnomi,0.707,0.683,-8.728,0.0683,0.184,0.00108,0.108,0.567,116.009,243627
3COHXcLRK9brRjMolzkD7Y,0.564,0.758,-6.85,0.283,0.0242,0.00109,0.376,0.597,92.674,266107
1Ckd4d6vkhvOp5HlAc5Ie2,0.614,0.752,-6.271,0.0652,0.00328,0.0,0.379,0.444,95.018,237093
0aC7rrYzOFsdEMx1nNrCMS,0.556,0.942,-0.308,0.242,0.0323,0.0,0.162,0.733,90.792,152013
5YZDUAbFVXIzlMQWwPFRaa,0.745,0.547,-7.409,0.295,0.00958,2.91e-05,0.0844,0.858,177.398,237667
7L7JF5RZ2s5Pb0qSV3V5cW,0.574,0.927,-5.536,0.377,0.0384,0.0,0.137,0.51,105.575,312467
63LiOsvf1w1DSbmjbxjh4b,0.83,0.797,-6.627,0.152,0.00257,0.0,0.272,0.886,90.229,269973
1qIBAfb57LB4n879zcgpjE,0.849,0.894,-8.242,0.317,0.0198,0.0,0.269,0.466,104.282,69947
4rLpAOk5KVNcqEMK3m6Lje,0.84,0.798,-5.079,0.0699,0.045,4.32e-05,0.172,0.695,100.175,246347
3Q9QGamJUf6y6DU0MJ8jBd,0.829,0.821,-6.184,0.367,0.141,0.0,0.585,0.602,104.966,261173
1wOnpm7ZPI1chcMjKcT7zC,0.929,0.735,-2.14,0.145,0.0691,1.33e-06,0.11,0.875,93.979,251627
4cgJF9rKas2H5AC8FnNts0,0.822,0.702,-4.759,0.0755,0.0919,0.00559,0.191,0.804,91.37,204440
4675yUu8AUbE72T94BkLCD,0.893,0.74,-4.936,0.132,0.299,0.0,0.0881,0.963,101.025,299147
5MvZDzqEwLgR4xhRYFAYca,0.867,0.615,-6.215,0.301,0.204,0.0,0.0815,0.532,97.993,260133
