id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2KReCz1L5XkGIBhDncQ5VZ,0.622,0.715,-4.04,0.0323,0.000982,0.0,0.0796,0.607,131.012,164682
7fUyorTZHGV2Nv7y6kU2b2,0.39,0.847,-5.474,0.0521,0.00231,0.0,0.15,0.394,139.152,222362
4CiVz4bw7X1zjCaJ5ZwxUS,0.395,0.784,-5.903,0.132,0.0135,0.0,0.213,0.353,161.946,203948
1H4Y9uW4N0LsxJUz0VnaPJ,0.457,0.834,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032,204677
25wdC7CJmCJPgnKw9rYquJ,0.601,0.92,-4.802,0.0505,0.000735,0.0,0.0998,0.537,88.014,170134
5fpq1wF8xa5tSSlcKHdmGQ,0.346,0.939,-3.061,0.182,0.000231,0.0,0.433,0.526,183.147,195748
4GvPlSOKfN7aXEuGW8zKUx,0.706,0.821,-2.974,0.0617,0.00164,0.0,0.0981,0.918,139.914,168280
0Rw35DKIumkbbMC7XPOn5r,0.514,0.779,-5.136,0.0417,0.00314,1.3e-05,0.0635,0.313,91.089,217538
5XUuldRjPXcP5QxyEN4IXT,0.546,0.898,-3.067,0.162,0.0266,0.0,0.129,0.639,173.17,191415
2wVWGFVkL5I3JGsoWBx2AZ,0.606,0.905,-3.117,0.0518,0.0044,0.0,0.151,0.706,143.952,151533
36sAFU68abNDrMOJI5QYZi,0.341,0.558,-8.597,0.039,0.0831,0.36,0.129,0.0894,125.076,327240
3a94TbZOxhkI9xuNwYL53b,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542,232412
3jRZBWdbVNtY1zYW8OSFAb,0.791,0.76,-5.603,0.0296,0.00206,0.000112,0.0522,0.957,131.949,149251
3x8NQJlgdzI5aWMVkB3BIp,0.358,0.893,-4.551,0.18,0.00185,0.000203,0.164,0.31,124.027,267800
7Gm1XwQL5q72SX76nxuXtW,0.449,0.932,-5.314,0.101,0.000219,7.96e-05,0.106,0.424,158.031,247320
2ah5gOCogw00A62XBoepmc,0.463,0.917,-3.776,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,243978
63WuQOXohQIxOxIFA2K7bR,0.636,0.876,-3.413,0.0555,0.00164,0.0,0.117,0.799,120.983,148064
4SOtTsuFYYlkOOvXMbroUv,0.424,0.682,-3.194,0.035,0.0248,0.0,0.0918,0.58,176.014,187141
1yvArCvZLTHiawRdWKSAWj,0.467,0.667,-4.386,0.0315,0.007,0.0,0.155,0.399,91.057,187794
2SMNxADB0ffqaIoOwl2x06,0.528,0.947,-7.175,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,267827
720C8mWrqRdh1zYBGqLj9p,0.578,0.835,-5.307,0.0313,0.000562,2.82e-05,0.0599,0.926,128.095,199809
4gi2kndWShH9kDbb9kBfs6,0.521,0.835,-3.717,0.0728,0.0259,0.00011,0.091,0.482,160.031,156667
6hbAVcAB0mQVXMPubZnwuL,0.499,0.914,-4.748,0.0566,0.00106,0.0,0.13,0.345,80.049,223200
6DPE8tGV9lzKALNnvuY9dS,0.506,0.981,-2.228,0.0922,0.00118,0.0,0.129,0.572,112.447,200588
6VWocK4U2rcTQeVrfDlCMV,0.563,0.924,-4.004,0.048,0.000926,0.0,0.341,0.734,133.997,197480
3Bzw0mcFyIcVgQbLfxbDGt,0.417,0.809,-4.061,0.0466,0.000212,0.0,0.0966,0.654,179.998,155562
6ZCh9hBeFzMIPycRnyPqZT,0.425,0.972,-3.448,0.045,2.42e-05,0.0202,0.239,0.282,101.125,330453
6FqBQIRLJMluO10YtDbETv,0.477,0.934,-2.884,0.0803,0.0015,0.0,0.243,0.55,128.037,211119
19dNZyDyw00aKgr6S0Os6e,0.413,0.684,-2.878,0.0348,0.0012,0.0,0.16,0.33,129.975,176227
6CKAooQEn3KvEqJjTqCeMI,0.551,0.378,-8.398,0.0248,0.223,0.038,0.176,0.242,106.004,237743
0u9PGHiydskvvPmyPVvm73,0.459,0.959,-5.223,0.105,0.00022,5.68e-06,0.325,0.427,95.535,187836
2Yyf3awGJQnm70qSVoA9In,0.709,0.848,-4.671,0.0778,0.0145,0.00305,0.0574,0.845,120.029,152133
0nErfLIYBOb0DHE2jqAe6k,0.671,0.934,-4.496,0.0486,0.000145,1.81e-05,0.104,0.832,124.005,211458
6wiuGrjFcMug40fFI8ubqW,0.865,0.695,-5.158,0.074,0.197,2.24e-06,0.0774,0.811,140.052,163952
0CGyintEvK6qL0BPvQWZ37,0.447,0.989,-2.617,0.156,3.28e-05,0.00554,0.0595,0.311,175.075,202380
3jawKKlzEQ8KmCGVlIuJJS,0.574,0.818,-5.452,0.0813,0.00186,0.0,0.675,0.644,99.942,174283
0t7DV1EAMVC6y3LpW6IuLk,0.432,0.941,-6.581,0.0591,1.77e-06,0.0439,0.32,0.393,120.025,253347
6fQaD9UaCJPLceCxfS8fpH,0.631,0.865,-7.205,0.0736,0.0053,0.0,0.0822,0.6,94.02,139788
7mfMTQ21RSVhUw778ymlyV,0.496,0.856,-4.169,0.0862,0.000109,0.00285,0.056,0.299,96.025,213872
2JBk2XZLjS0N4x3mFHINM6,0.434,0.731,-5.857,0.21,0.00531,0.0,0.291,0.315,184.298,194827
4b3f0U8gOfJKyxB8cYdCiw,0.5,0.844,-5.263,0.064,0.000791,9.54e-05,0.274,0.141,92.044,228261
2SVbjw7sdiNjAvGpQ4eEai,0.431,0.899,-2.88,0.135,0.000546,0.000432,0.346,0.553,85.019,192176
6KrxqNJFgdSrJTnfDnPT82,0.529,0.988,-1.914,0.0768,7.15e-06,0.0278,0.336,0.336,121.0,238110
22ya9ZSp7FxhcgFLALm0eS,0.446,0.832,-4.195,0.0596,0.000331,0.000784,0.203,0.558,165.983,177150
62pC4mgtn2CwTxEHVbCCvn,0.292,0.788,-5.465,0.0705,0.000707,0.0,0.245,0.565,66.994,190138
4tYDiMb5vYQ2YlhuS9I0Ig,0.563,0.949,-4.568,0.13,0.00632,2.06e-06,0.335,0.724,170.022,220839
2XNJNwSOq8tLWhQ5a9sGBb,0.469,0.937,-3.427,0.0773,0.00061,0.00176,0.329,0.198,89.041,211849
7dNMMq9Y14fCKCNIKK95SB,0.489,0.868,-3.767,0.0556,0.0226,0.0,0.387,0.457,158.114,172376
3K7YN5yFIZFPTtSwXjpXHR,0.311,0.905,-4.65,0.0829,1.48e-05,0.000744,0.304,0.172,179.995,270454
3iEmgajStVBooooNaltdOv,0.435,0.942,-4.727,0.096,0.0959,0.0,0.814,0.19,166.17,242336
3xr0ZIYqXVKogVu00fJRBX,0.533,0.865,-5.469,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,188127
6kAOsnRUgp21bPiUoVZeuJ,0.316,0.869,-4.244,0.0642,0.000197,0.199,0.133,0.302,169.916,441402
04xV6DzDzE7TgWQKBGaC5E,0.536,0.89,-3.4,0.053,4.89e-05,5.35e-05,0.0472,0.454,113.05,249306
6eOGjyegLDZqCvCZ3divgp,0.543,0.562,-7.705,0.045,0.136,1.19e-05,0.156,0.0523,123.135,321708
21rY9mKlKWRD6aHsdT5Pqu,0.544,0.915,-4.295,0.0467,0.000679,0.00123,0.348,0.264,90.064,213000
5GWrhVfgP4szBtCOXbSki8,0.515,0.809,-5.817,0.0512,0.00455,0.0723,0.0905,0.525,142.011,341986
4CPlagY81Aa98saLVpwj2O,0.432,0.878,-3.158,0.0877,0.00172,0.0,0.347,0.471,140.14,173931
6ueojaNAK670h4Cei9ZG4A,0.254,0.983,-4.302,0.144,0.00102,0.000268,0.112,0.276,194.763,222137
2TtezxgSqQUpkTuomfiJDM,0.571,0.944,-5.28,0.196,8.57e-06,0.692,0.442,0.616,97.984,182867
5wTfzzRW8ddRdgW2kASbox,0.443,0.938,-3.01,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,193886
4hZIolup6cgYhrzzGq46aq,0.453,0.936,-4.728,0.0582,5.71e-05,1.09e-06,0.188,0.469,110.048,204040
31fVD0q2ooBFCa2DT3PjBr,0.703,0.789,-5.48,0.0442,0.00293,0.0,0.085,0.824,92.007,234849
5zANxuoSJcmlwsXzBEb9se,0.524,0.89,-5.576,0.0388,0.000946,0.403,0.129,0.297,107.996,261939
5l4DU5tgUtLqFSxir6y0dp,0.478,0.937,-4.775,0.0938,0.000151,0.0,0.198,0.526,74.966,185542
4cZ6TAFCJEThyxwWZvBUQJ,0.487,0.667,-6.254,0.026,0.0543,0.0,0.166,0.469,81.53,197130
5g9I9uYUcbvtkAuZXjqGfP,0.555,0.832,-5.96,0.0323,0.00967,2.94e-05,0.132,0.3,155.061,161592
0JX13l9ixwzb9BBTG5vaNV,0.439,0.941,-3.398,0.122,0.00244,2.53e-05,0.305,0.624,174.024,205974
5ElQVSkRuOzqKyLS9OdSLa,0.616,0.863,-2.808,0.0454,0.00578,0.0,0.304,0.288,113.009,190800
7fGGZSUU5Uja2A8dvmS9l9,0.361,0.791,-4.722,0.0768,0.0225,0.00181,0.108,0.384,174.952,177600
3uCpte70PE6uYZlbByKv7L,0.318,0.559,-5.818,0.0266,0.000115,0.00132,0.121,0.436,146.565,264378
5TcdxibMGG4QVSW4H2ELpO,0.536,0.759,-9.521,0.0441,0.000844,1.09e-06,0.0729,0.743,159.99,164000
4OvlUfaJKuZ9aJVAJWmwyE,0.578,0.911,-9.796,0.0389,0.0118,0.0689,0.0712,0.528,122.075,125902
5YpxhViiwL5xb68pj2iop3,0.475,0.953,-4.038,0.065,0.00204,0.154,0.279,0.65,77.007,187761
3EzNhsh3hCy559XDI44f4g,0.53,0.904,-3.955,0.0423,0.00112,0.0,0.0822,0.654,94.969,116484
3DK5OFBHIEF18MG40nzDgI,0.268,0.846,-5.358,0.142,0.00412,0.0,0.147,0.338,148.106,227822
74EiM8EFm5saFo7Tgrdg3r,0.458,0.936,-4.278,0.0659,0.0105,0.0,0.134,0.6,73.956,209976
67e8Oap4yuF4yS7XYW5yZW,0.299,0.906,-4.714,0.11,0.000929,0.0,0.359,0.519,128.106,176805
123zv9wxx96UEtLLLiUYH5,0.427,0.899,-4.874,0.047,0.000102,9.89e-06,0.126,0.326,92.49,227199
5HmNls885b2Egmu60z4fo3,0.481,0.9,-3.988,0.0696,0.000163,3.2e-05,0.0783,0.503,141.938,221560
4G6zHYpsK2uXnBZBtprK7u,0.507,0.962,-3.672,0.111,0.00119,0.0,0.36,0.383,102.973,173883
6eRAg49UCwHqoRbUG9IYzr,0.307,0.853,-5.094,0.0397,7.97e-05,0.00137,0.0771,0.155,84.902,316980
39BDYcqHkYN16G237UD6WF,0.558,0.693,-5.496,0.0574,0.109,1.92e-06,0.174,0.52,88.94,162809
1b0sraww5e2cubW3K90kwf,0.418,0.401,-12.59,0.0354,0.353,0.000223,0.093,0.354,143.935,247987
3WPG4qHTwXJxWCOCC5izDV,0.598,0.891,-5.045,0.0809,1.89e-05,0.0,0.183,0.49,101.253,196741
4E6pemZ3WutASrphiRINbd,0.246,0.988,-2.278,0.193,1.03e-05,0.000117,0.338,0.192,124.651,299060
2Ez8SNfzrw2bwkrZTx5B5j,0.481,0.849,-5.726,0.0479,0.0235,0.000717,0.12,0.243,130.028,225692
7j7iaMkcwjuA2oQHgRRRaX,0.45,0.912,-3.957,0.0427,3.91e-05,0.0,0.0938,0.772,185.053,196887
3rVB9fx6S3aS80LXW5kX2Y,0.504,0.895,-3.644,0.127,0.000996,8.73e-05,0.0725,0.891,179.0,169613
1HdovCicIl6icinsOlrpqz,0.338,0.701,-6.038,0.0849,0.0152,0.0,0.222,0.446,112.524,191352
4HJJyFnQKbGwPYpWCuhGqv,0.399,0.965,-3.24,0.251,0.0139,0.0,0.0966,0.283,185.03,190075
3tQ8Q8W66u26Y7gZsewjaZ,0.386,0.9,-4.302,0.0426,0.00039,0.0,0.125,0.347,170.078,241200
56FwTQ5GaxiatMwdFg1II4,0.507,0.983,-2.474,0.0749,4.39e-05,0.000397,0.298,0.524,94.999,238842
7oTImlbBuKpTLi8hokqYR1,0.604,0.855,-3.862,0.0308,0.000417,0.0,0.552,0.527,90.0,185908
5hJPRHP2VJxJ24Zg1Tlbn3,0.412,0.846,-3.806,0.063,0.00695,0.0,0.0966,0.369,188.026,167790
60BlTbiRRLnrIcldITicER,0.673,0.906,-4.418,0.0614,0.0211,0.0,0.316,0.651,100.05,163098
0yLdNVWF3Srea0uzk55zFn,0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,221520
3OHfY25tqY28d16oZczHc8,0.644,0.728,-5.75,0.0351,0.0543,0.169,0.161,0.43,88.993,153947
3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943
1jdEyBvBqliABW8qZI8tEZ,0.901,0.425,-7.504,0.0586,0.247,0.0,0.105,0.374,119.95,206965
0V3wPSX9ygBnCm8psDIegu,0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690
4TddzFOI1WW6V0vobA5Slw,0.639,0.707,-7.39,0.0364,0.679,0.00202,0.104,0.47,80.009,208688
72yP0DUlWPyH8P7IoxskwN,0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,202246
0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,165265
0WtM2NBVQNNJLh6scP13H8,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,239318
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486
5hnGrTBaEsdukpDF6aZg8a,0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552,163603
3eh5Rio9vhG1rHxFAuYsU6,0.67,0.466,-12.593,0.04,0.579,0.0324,0.111,0.353,96.652,195572
4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589
3dmA9cHnsdH4HqXBD35k67,0.515,0.451,-7.831,0.0289,0.67,0.0,0.259,0.373,82.051,243123
0prbvDtiY8FrZKEj8LF4Rs,0.736,0.681,-6.063,0.0745,0.106,0.0,0.12,0.481,100.924,192841
7newfXclX39UwWTw2gDswM,0.505,0.249,-14.879,0.139,0.115,0.0,0.155,0.207,115.815,182069
5oEGRzJ2SGRJQEbW9GcdbK,0.824,0.32,-10.617,0.0597,0.606,0.0,0.104,0.435,132.111,188586
6kxaaIeowajN7w21PfMLbu,0.576,0.627,-4.649,0.0449,0.0385,0.0,0.181,0.311,164.998,176059
4h4QlmocP3IuwYEj2j14p8,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,163026
2UN0lp72LAusrXi8LLVomt,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,163450
10SRMwb9EuVS1K9rYsBfHQ,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,193594
079mntueS2KWjxVqOHjG70,0.655,0.539,-7.596,0.08,0.029,0.0,0.17,0.221,119.914,168126
3RhyHYnYxuGnP8njFlNxHq,0.707,0.483,-7.365,0.059,0.106,3.54e-06,0.0356,0.386,87.999,152787
1r8ZCjfrQxoy2wVaBUbpwg,0.376,0.657,-4.658,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782
1WCEAGGRD066z2Q89ObXTq,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,169756
1R7WcoUBGKJY15HGQxb62G,0.887,0.531,-5.389,0.121,0.0159,0.0,0.634,0.772,117.056,148015
3S68RFe1lsdCdTMPIMJM3X,0.877,0.56,-3.751,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,216136
5rW7qTn83sCKtqBoneJs63,0.815,0.849,-4.704,0.114,0.0229,0.000176,0.026,0.685,106.035,133707
3lDSWvR0FXWGXo7mhDUs3v,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206071
7fYRg3CEbk6rNCuzNzMT06,0.824,0.697,-4.869,0.0473,0.158,4.11e-05,0.077,0.757,99.988,214460
0wHFktze2PHC5jDt3B17DC,0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948
1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,191822
31mrtNR1XctnUfX1nMK76l,0.523,0.215,-9.814,0.0287,0.682,0.268,0.138,0.073,133.917,236864
5oDoyk0opRGCdDzDNZB2D9,0.483,0.711,-4.319,0.0346,0.0893,0.0,0.341,0.646,83.626,230144
7aAsStiuC4Zw8vIbvRWtq7,0.774,0.742,-7.391,0.0784,0.0312,5.03e-05,0.0907,0.677,122.028,238033
2iHsdUnmKGIuc9oRE3DfgJ,0.61,0.747,-4.543,0.109,0.0245,0.0,0.106,0.439,150.088,140803
0oN3KzKOxYtyIuNiobf8Q4,0.721,0.666,-4.699,0.0408,0.0687,0.0,0.045,0.739,132.465,174540
697MdxMbVWn1Ajbw8iaPv5,0.706,0.644,-7.772,0.0318,0.14,0.0,0.154,0.603,120.002,237231
5902W4uHWzhtOff1UK7the,0.685,0.886,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,161267
5wb8h2gUzyhmCwOtGp29z4,0.743,0.587,-9.174,0.0782,0.114,0.0287,0.0746,0.537,143.994,185480
0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,224695
7u3Jn3uehu2mFCf1ETkrc2,0.448,0.562,-6.965,0.174,0.166,1.04e-06,0.364,0.443,75.475,181013
6FRxFke9VsjXmibGgSeKki,0.429,0.905,-2.93,0.0512,0.228,0.0,0.0714,0.659,121.025,176930
6bQfNiqyCX7UaQSvVVGo4I,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853
0k1WUmIRnG3xU6fvvDVfRG,0.803,0.597,-6.035,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605
5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806
3XKjZcgNYtvCmBpE1nX7Wn,0.517,0.7,-6.568,0.0452,0.00375,0.0385,0.0634,0.518,179.986,176413
7Mto5DGHzHXzF1hpsMRtYK,0.889,0.449,-7.63,0.293,0.0313,0.0,0.0581,0.911,137.941,121113
2fNsEWPKLnx240kmlLeqZn,0.557,0.41,-7.723,0.0293,0.683,3.2e-05,0.0744,0.327,135.955,255116
3eJH2nAjvNXdmPfBkALiPZ,0.774,0.792,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,139672
6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735
2YcPeaG4N0aY8u2LWgZy7E,0.743,0.407,-9.528,0.0296,0.419,0.0,0.0816,0.606,109.033,193075
0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,184104
6OGogr19zPTM4BALXuMQpF,0.748,0.74,-6.01,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,220196
3KdoeNlEN0BoAKWzaRLNZa,0.735,0.47,-9.405,0.1,0.266,0.000105,0.32,0.897,87.971,192621
3F450ZpnsuW5G7YMmjMLmi,0.867,0.85,-3.599,0.0413,0.145,6.38e-06,0.0637,0.704,104.992,235429
0mHGftgYtmpH4y17T3VZ2E,0.615,0.774,-5.152,0.0551,0.0173,0.0,0.15,0.336,136.887,191364
4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,178147
6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041
748mdHapucXQri7IAO8yFK,0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,198082
7MAibcTli4IisCtbHKrGMh,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088,242096
1bd4heB3yXc5iFTPoOMPuo,0.589,0.364,-8.079,0.0419,0.595,0.0,0.334,0.21,104.991,187629
4FXLfxioWXdZXYBaaywDtR,0.743,0.843,-6.649,0.0485,0.0456,3.82e-05,0.0865,0.222,124.023,193548
7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014
40dpvU2TAE7aIk4a51YkHB,0.73,0.871,-5.902,0.0558,0.00697,0.0,0.108,0.965,100.008,191187
1HbA4N1MiOsPthALesGFR1,0.64,0.392,-7.246,0.0574,0.0593,0.0,0.0839,0.502,145.838,178994
4xAJSIcCHcOCli5m325X2H,0.722,0.588,-5.932,0.0544,0.0319,0.0,0.183,0.59,134.01,165507
6GBYnyMRtW43bVnwJQoiDA,0.712,0.7,-3.272,0.0318,0.16,0.0,0.0586,0.723,99.996,167893
35mvY5S1H3J2QZyna3TFe0,0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,172325
5QO79kh1waicV47BqGRL3g,0.68,0.826,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627
54bFM56PmE4YLRnqpW6Tha,0.889,0.34,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,174321
31qCy5ZaophVA81wtlwLc4,0.686,0.538,-8.026,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779
6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000
1NwQsUKLsOujDGWWMWMMq0,0.617,0.853,-4.139,0.0367,0.219,0.0,0.41,0.736,113.853,193049
03Htg5CZmfgnQWtEFkqllJ,0.604,0.494,-8.809,0.0406,0.344,0.0,0.104,0.26,115.0,186783
2QBeQlGKQfewnEuRyRegTE,0.736,0.84,-4.42,0.0571,0.164,2.16e-06,0.144,0.597,119.959,208000
463CkQjx2Zk1yXoBuierM9,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064
5u1n1kITHCxxp8twBcZxWy,0.673,0.704,-8.056,0.36,0.196,0.0,0.0898,0.372,86.919,212093
0kTIH2zbc1jvIHoCOCoNnr,0.618,0.829,-5.939,0.0839,0.0326,3.47e-06,0.0971,0.174,123.916,192339
1HKl3RJInVzf5ObVnM644j,0.717,0.712,-6.098,0.0765,0.00663,0.0,0.0756,0.825,97.019,171172
59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,-4.248,0.041,0.0332,0.0,0.0876,0.753,112.985,190306
2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493
5KCbr5ndeby4y4ggthdiAb,0.333,0.637,-4.904,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693
0v1x6rN6JHRapa03JElljE,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054
3kwgqoBqTwoAH4nT29TYrq,0.486,0.567,-6.456,0.0379,0.31,0.0,0.0949,0.154,93.68,211254
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040
24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0.0,0.323,0.646,123.056,182200
0AnZrWo2TuUX5BnFjsoy3N,0.774,0.253,-9.61,0.0491,0.334,1.36e-06,0.221,0.606,92.122,148973
6aTW3yrl33mThi0v6Z88Oq,0.559,0.875,-2.988,0.0522,0.2,0.0,0.228,0.282,121.904,239166
3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,-7.088,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762
2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,-4.381,0.0468,0.484,0.0,0.222,0.706,99.995,214720
2AM2utGzKU3NUP2Plm18Ik,0.738,0.561,-5.864,0.0623,0.443,0.0,0.108,0.251,96.032,213144
6cZ3yIYHjUVTW9be1QcWFe,0.514,0.612,-5.981,0.0298,0.142,0.0,0.0868,0.342,125.99,185005
6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000
2jat7sQw87XaeCZio0XDeB,0.624,0.826,-4.591,0.0633,0.0204,3.01e-06,0.0507,0.425,139.899,240000
27ycaQnQAxaPiyeg3nr2aB,0.705,0.814,-5.466,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279
6t7089pe4VklogK683LdPM,0.545,0.719,-5.424,0.039,0.0696,0.0,0.146,0.196,123.075,195213
7D3q0UdoJjI08DxIN4ZA4f,0.566,0.287,-11.761,0.0321,0.896,0.0,0.136,0.378,133.836,201227
0VTnsXnW2kuMFlwdKSTSBy,0.753,0.914,-4.186,0.0524,0.000126,0.882,0.0906,0.351,132.009,365568
0l0iDqdVu0CgllGFKQ6D5l,0.526,0.767,-7.657,0.0321,0.000543,0.595,0.116,0.036,127.01,275854
1MHO5ebuwaSgGaccdC5VPr,0.774,0.869,-6.723,0.0494,0.125,0.905,0.0941,0.0313,122.985,202927
39jOPNul1EosuICP7l7lx2,0.443,0.926,-7.349,0.0404,0.000302,0.0935,0.438,0.123,126.017,196190
4ptnQ0kQnN1U1Ig8TSslj6,0.683,0.825,-6.175,0.0424,0.000833,0.727,0.232,0.0451,126.023,253433
72PaqKE7u6SRzN39nFpa1c,0.597,0.976,-5.232,0.0647,0.00145,0.874,0.057,0.271,133.98,287910
061DJMdRy2fnuwdL5zZpYG,0.599,0.767,-6.803,0.0577,0.000412,0.931,0.11,0.266,134.012,311321
1OkZNv4phBbCZt707CxM4c,0.522,0.948,-8.427,0.0407,0.000307,0.785,0.484,0.241,137.994,313293
2L4THbkubfdMU7x1xGnvZM,0.582,0.803,-7.072,0.0396,0.0115,0.959,0.0639,0.23,124.975,190200
3mFlz4lb7LDjFR9Gwg7JJs,0.723,0.619,-9.224,0.0524,0.00817,0.61,0.114,0.416,124.007,434426
7L567iPcbnYYpmfduZsj8n,0.703,0.523,-8.155,0.0466,0.000134,0.807,0.0749,0.0733,121.984,383436
3MB4HAMHvRTzedOpYrXIse,0.777,0.777,-10.833,0.0577,0.0713,0.868,0.164,0.109,122.02,421107
4HXpEQIUgWsrbe3Nj0yC3P,0.67,0.653,-8.598,0.0342,0.0186,0.878,0.112,0.0606,123.0,397815
5duIvffaGWg0bJAT9czEuZ,0.588,0.718,-7.925,0.035,0.824,0.336,0.092,0.157,121.964,274795
4QyBbUV4tFFUluFvcQ1xND,0.654,0.843,-7.45,0.0427,0.0113,0.895,0.336,0.0683,121.997,230330
4HM6sm5QAAUYzAyB1SEzDE,0.705,0.839,-8.621,0.159,0.537,0.917,0.0982,0.0685,125.118,201120
4XzeThE3txvCBIrP40tj85,0.606,0.884,-5.897,0.0412,0.00541,0.848,0.102,0.243,125.045,186285
3f94JYLo7rAGBl3T4hpdxo,0.776,0.731,-8.895,0.0488,0.00469,0.58,0.111,0.188,122.973,352131
6ZSB0FEjUrG7sziGbkJea2,0.649,0.697,-9.699,0.0383,0.00681,0.868,0.106,0.0787,126.029,299048
7A8ec8nBw1BEwGgdSL5H90,0.656,0.84,-7.201,0.0758,6.86e-06,0.691,0.247,0.0465,136.009,377419
